3	0.001	0.40411	0.021689	1	0.8	1	0.3	3.3333	15	-0.44129
1.0667	0.011667	0.1	0.02	0.5	0.63309	0.8	0.3	2.5	15	0
10	0.018388	0.19925	0.01	0.25	0.79931	1.0019	0.40163	2.5033	15.015	-0.0009396
5.5125	0.0043559	0.54216	0.04	1.2188	1.025	0.575	0.1375	2.9375	17	-0.125
7.0116	0.0079691	0.10197	0.021097	1.0022	0.52372	0.99015	0.3064	3.5222	14.921	-0.58533
3.55	0.010636	0.2	0.02	0.25	0.59998	1	0.10375	5	15	0
5.0027	0.010808	0.30056	0.020019	0.50046	0.62244	1.3324	0.29987	3.7515	14.993	-0.64938
1.1222	1	0.17189	0.023286	0.50463	0.44444	1.0725	0.35174	3.5	15	-1.3457e-06
1.5959	0.001	0.19991	0.01	0.25	0.049842	1.1562	0.12454	4.6292	19.015	0.25012
2.3868	0.001	0.10047	0.01	0.4458	0.39834	1.0024	0.30154	2.5041	16.782	-0.0016984
9.7714	0.005726	0.19018	0.021832	0.98763	0.74272	0.63881	0.34276	2.4752	14.25	-0.0070695
3.7503	0.0036491	0.13066	0.022217	0.3193	0.54694	0.9023	0.49128	3.4494	12.109	0.51403
9.3796	0.0061938	0.24595	0.018704	0.82225	0.55849	0.6675	0.52123	2.5788	13.646	0.20765
10	0.001	0.6	0.01	0.59126	0.05	0.87499	0.875	9.6752	11	0.25
2.5167	0.004	0.2	0.02	1	0.8	0.99999	0.5	2.5	15	0
3	0.01	0.2	0.02	1	1.0667	1	0.3	3.3333	15	0
1.2473	0.010235	0.20064	0.022628	0.77899	0.91263	1.0513	0.29172	2.9043	13.527	0.024976
3	0.005	0.2	0.01	1	0.8	1.1771	0	2.5	15	0
2.3215	0.0048814	0.13764	0.017653	0.74258	1.0484	1.1561	0.24968	2.6849	13.479	0.15414
3.0026	0.01035	0.19924	0.019611	1.0089	0.81752	0.98053	0.31265	2.5162	15.156	0.0097339
4.7278	0.0043936	0.2551	0.011609	0.5	1.0173	1.5	0.34692	5.5556	17.222	0
5	0.01	0.2	0.01	0.95347	1.1568	1.5	0.3	2.5	15	-0.20544
7	0.0049024	0.2	0.01	1.2908	1.1473	1	0.66667	2.5	10	0
5.4937	0.001	0.25407	0.04	0.98006	0.8	1.1758	0.33333	2.5	20	0
0.1	0.0058333	0.2	0.01	0.5	1.0667	1	0.6	3.3333	21.165	-0.44484
2.9596	0.0092858	0.2	0.019224	1	1.0667	1	0.44444	2.6675	20	0.33334
2.5167	0.001	0.2	0.02	0.5	0.8	1.5	0.3	2.7983	15	6.0555e-06
2.7218	0.0055	0.22656	0.017265	0.93392	1.3333	1	0.3	2.5	15	-6.0555e-06
4.3738	0.001	0.21111	0.01	0.83374	1.084	1	0.3	2.5	15	0
3.0831	0.001	0.20405	0.039482	0.98829	0.43974	1.0134	0.3913	2.4766	15.107	-0.45853
3	0.0034265	0.2	0.01	1	0.44746	1.1243	0.3	3.3334	15	-0.28843
5	0.0016257	0.26144	0.021794	1	0.4	1.0833	0.5	2.7778	26.667	1
2.9108	0.001	0.2586	0.02	0.91151	0.4	1.3333	0.3	3.3334	15	6.0555e-06
5.1521	0.0040742	0.076854	0.017685	0.89874	0.27675	1.1157	0.33407	3.1308	3.7757	0.057865
5	0.0042263	0.2	0.021111	0.9908	0.37882	1	0.3	2.7778	15	0.11111
3.4747	0.012949	0.11001	0.030341	0.56679	0.038053	1.5171	0.63609	3.4049	10.863	-0.25853
5.2778	0.0037036	0.2	0.026667	0.58333	0.4	1.5	0.50628	3.5	15	0
3.0523	0.0085901	0.2	0.02	0.53448	-0.002656	1.4666	0.25519	3.5	15	0
2.3573	0.010099	0.1913	0.02008	0.996	0.42231	0.91667	0.4375	2.6458	14.333	0.041667
3	0.01	0.083333	0.020881	0.86613	-0.36134	0.99999	0.39201	2.5	17.489	0
3.4723	0.01	0.18455	0.01	0.8745	0.50554	1.3437	0.33333	3.1667	15	0.11111
3.7943	0.001	0.22194	0.03	1	0.41351	1.5	0.4	3.3333	15	0
2.2057	0.017424	0.21111	0.02	0.95485	0.44444	1	0.80531	2.5	15	0
5.5792	0.025376	0.29217	0.01	0.78125	0.13402	1.25	0.7875	3.8125	8.9999	-0.125
3	0.005	0.3	0.02	1	0.8	1	0.3	2.8257	15	0
2.7563	0.00775	0.15	0.017728	0.8222	0.60335	0.875	0.21875	4.3854	14	-0.062506
7	0.001	0.2	0.02	1.1667	0.8	1	0.3	3.3333	15	0
0.64615	0.005	0.18399	0.018889	0.68477	0.8	1.1457	0.6137	2.5	15	0.33333
0.1	0.0078131	0.086591	0.01	0.48611	0.71572	1.3333	0.3	5	15	0
5.3178	0.0016755	0.20062	0.0125	0.66219	0.95498	1.0111	0.30741	3.4848	12.557	0
3.6978	0.0017043	0.099396	0.02	0.7445	0.4	0.95813	0.3	3.5	15	0
4.4072	0.001	0.090424	0.024618	0.71374	0.7651	1.0858	0.16346	3.9601	16.244	-0.00028036
5	0.001	0.2	0.01	0.75664	0.8	0.8	0.6	3.5	26.667	0.33333
3.362	0.0040774	0.2	0.01	0.65893	0.8	1	0.23579	3.5	15	0.33333
8.8824	0.01	0.26268	0.01	1.1032	0.59239	1	0.4	2.856	-135	0
5	0.01	0.4	0.01	1.0451	0.69834	1	0.3	7	91.632	0
3.0846	0.0088963	0.26602	0.03106	0.77571	0.66768	0.99879	0.30079	4.9979	7.3028	-0.35588
1.6997	0.0020373	0.2307	0.020074	0.25	0.60367	1.1754	0.64989	3.6727	15.614	0.0074103
3	0.01	0.3	0.01	1	0.8	1	0.3	3.5	6.7827	0
5.8429	0.012785	0.087546	0.037136	0.99811	0.13318	0.76882	0.33193	2.5038	14.983	0.0010804
10	0.005	0.2	0.02	1.3277	0.4	0.8	0.5	2.5	15	0
3.9677	0.0026417	0.29771	0.01	1.0406	0.48427	0.5759	0.61606	3.2422	5.8883	0.21205
8.5745	0.0045036	0.082432	0.020108	0.99527	0.40194	0.84116	0.39649	2.4905	14.957	-0.0027034
3.9588	0.019718	0.191	0.020925	1.2601	0.73429	0.57054	0.33672	2.6278	15.584	0.036506
3.1579	0.001	0.25596	0.01838	0.75284	-0.039291	0.67708	0.34688	2.5454	20.648	0.040494
6.4258	0.0055119	0.19992	0.017701	0.99983	0.50251	0.67662	0.42786	3.8092	7.4778	9.9832e-05
3.3675	0.012838	0.27539	0.02377	1.1649	0.63037	0.6244	0.42251	2.1702	21.508	-0.094237
3.5764	0.0053758	0.20896	0.01	0.95922	0.42573	0.73053	0.65923	2.6595	6.4911	-0.045559
3.2667	0.001	0.33026	0.057413	0.65508	0.33708	0.36906	0.86424	3.3499	11.115	0.25718
5	0.0097051	0.2	0.02	1	0.53333	1	0.3	2.9098	15	0
5.481	0.0075124	0.19204	0.01	1	0.4	0.92695	0.3	2.5	15	0
7	0.01	0.2	0.035	1.0621	0.63991	1	0.4	2.5	15	0
3.3154	0.0024103	0.099906	0.019957	0.75163	0.40116	0.99828	0.66403	2.4954	9.9855	0.00022016
4.4219	0.011484	0.25	0.02	1	0.3842	1	0.3	2.5	15	0
4.1587	0.001	0.23795	0.019932	1.0757	0.61667	0.5	0.59388	1.625	11	-0.25
0.1	0.042166	0.19257	0.020556	0.44578	0.70977	0.87424	0.41806	2.8302	16.912	-0.013889
4.6297	0.0047793	0.59371	0.014063	1.3799	0.59832	0.93903	0.09015	3.065	17.583	0.16142
3	0.010556	0.2	0.02	0.25	0.68655	1	1	3.3333	15	0.33333
8.2952	0.011417	0.1875	0.019167	1.0057	0.7267	0.87632	0.44521	2.762	13.632	-0.074298
8	0.053333	0.2	0.02	1.8722	0.7445	0.40093	0.46519	2.5	20	0
5.179	0.012771	0.38404	0.022429	1.2525	0.40614	0.39695	0.25015	2.7347	15.182	-0.011397
5	0.013868	0.3	0.02	1	0.51387	0.35946	0.6	3.5	15	0
4.9904	0.0050825	0.5761	0.023504	1.009	0.40722	0.46709	0.50774	4.6435	15.083	-0.0051577
6.8083	0.018944	0.45506	0.010833	1.7433	0.8	0.35239	0.032986	3.3333	40	0
4.491	0.01	0.3	0.01	1	0.23544	0.52366	0.3	5	13.333	0
7.3333	0.0105	0.4412	0.02	1	0.8	0.61737	0.3	9.3025	13.775	0.33333
5.4636	0.01	0.3	0.02	1.3294	0.075289	0.38269	0.3	3.5	10	0
7	0.0076097	0.4	0.015	1.1667	0.4	0.50103	0	4.7522	5.1718	0
3.0242	0.01	0.2	0.022789	1	0.48009	0.59128	-0.079867	3.3333	15	0
5.964	0.0036666	0.3274	0.021437	0.66684	0.4274	0.91074	0.30218	3.3424	14.995	-0.0032595
4.3596	0.0053751	0.40653	0.016306	0.82064	0.61552	0.79502	0.65373	2.8587	13.36	-6.545e-06
6.0031	0.0069855	0.30076	0.020032	0.33304	0.80145	1.0016	0.30104	12.682	14.991	-0.00080298
4.1833	0.001	0.19576	0.01	1.2292	0.8	1	0.3	2.5	15	0
7.0743	0.001	0.37231	0.01	1	0.8	1	0.3	3.3333	10	0
5.1551	0.001	0.15	0.02	1	0.8	1	0.3	2.5	15	0
7	0.005	0.4	0.015764	1	0.8	1	0.16399	3.5	15	0
3.1107	0.0053703	0.38008	0.01	0.93367	0.77304	0.61628	0.52246	3.3476	14.76	-0.014977
2.4558	0.001	0.21443	0.025698	0.50217	0.29658	1.0047	0.26672	2.6363	19.757	0.029433
5	0.001	0.4	0.036236	1.0666	0.8	1.3333	0.3	3.3333	27.725	0
7	0.005	0.3	0.02	1	0.8	1	0.3	2.5	15	0
3	0.001	0.2	0.02	1.0067	0.62469	1	0.5	2.5	15	0
7	0.0067505	0.23333	0.02	1	0.8	1	0.3	3.3333	15	0
10	0.001	0.3	0.02	0.74843	0.8	1	0.3	3.3333	15	0
7	0.0073202	0.080194	0.019715	0.93675	0.4	1	0.27149	3.5	15	0
1.3889	0.001	0.29545	0.020449	1.0028	0.56058	1	0.3	3.5233	57.778	-0.336
7	0.01	0.2	0.019444	0.5	0.4	1	0.5	2.5	15	0.35694
2.7953	0.013667	0.23333	0.02	1	0.8	1	0.3	4.8017	20	-6.0555e-06
3.7874	0.0050494	0.16667	0.019259	0.36111	0.36975	1	0.36296	3.0187	16.667	0.16049
2.8856	0.0044779	0.18889	0.02	0.5	0.8	0.8	0.24861	3.2867	15	0
3.7133	0.02	0.19937	0.02	0.375	0.80423	1	0.5	2.5	15	0.33333
5	0.0023333	0.47684	0.02	0.75	0.50186	1.1111	0.3	5	15	0
4.9981	0.011205	0.20026	0.019998	0.94922	0.80059	1.0007	0.33376	4.9982	12.419	0.00032892
3	0.01	0.2	0.02	1	0.8	1	0.3	2.5	15	0
5	0.02	0.4	0.016667	0.99716	0.8	1	0.3	2.5	30	-0.28071
5	0.01	0.1	0.02	1	0.67262	1	0.4	3.3333	15	0
2.5506	0.015006	0.39993	0.019996	0.99982	0.79982	0.80018	0.29987	4.6979	20.002	-0.00010774
3.016	0.0049917	0.18031	0.029671	0.57819	0.49101	0.99177	0.30437	8.4799	19.914	-0.0041146
4.6909	0.0077786	0.3	0.020478	1	0.8	0.60354	0.3	5	15	0.33333
2.55	0.011667	0.27671	0.04	0.34888	0.58583	1	0.6	5	15	0
9.6062	0.0040573	0.10343	0.018508	1.1168	0.75558	0.51717	0.8149	2.7635	16.949	-0.025371
4.7278	0.001	0.16667	0.021858	1	0.8	1	0.62405	2.5	15	0
5.18	0.001	0.1	0.02	0.77408	0.8	-0.31023	0.3796	3.3333	7.7685	0
10	0.002	0.55307	0.01	1.3258	0.52561	0.87902	0.3	4.9999	15	0.33334
6.0182	0.0061378	0.18711	0.022474	1.1646	0.63067	0.50165	0.5223	3.9233	16.505	0.03089
5.2582	0.0047057	0.093457	0.019739	0.79396	0.46978	0.75925	0.52129	3.5416	15.034	-0.0061867
2.55	0.001	0.16799	0.01	0.42296	0.61988	1	0.3	2.5	15	0
4.1333	0.001	0.16788	0.014444	0.50474	0.70325	0.54212	0.88889	3.5	11.667	-3.3043e-06
4.2625	0.0036837	0.1	0.025	0.78125	0.4202	0.3981	0.6875	4.0625	8.625	0.20833
1.779	0.0051932	0.19757	0.020278	0.52048	0.5876	0.81226	1.7478	7.0522	30.045	-0.002895
4.1833	0.005	0.2	0.02	0.375	0.63663	1	0.4	3.5	15	-0.48365
8.4816	0.0058512	0.2	0.022398	0.56392	0.4	1	1.7717	2.8333	16.121	0
7.008	0.0049838	0.15552	0.016354	0.44366	0.39049	0.70332	1.6258	4.7078	13.322	0.0010133
3.3295	0.005	0.192	0.023497	0.61914	0.4	1	0.3	3.5	15	0
7.8642	0.0049965	0.19971	0.016861	1.0014	0.80139	0.4715	0.30101	4.9973	14.988	0.33411
5	0.02	0.41945	0.03	2	0.50989	0.45316	0.4	2.5	-38.958	0
5	0.015781	0.64056	0.01	1.1635	0.8	1	0.72295	5	30	-0.66807
8	0.02	0.7	0.01	1.3359	0.8	1	0.4	5	-20.997	1
10	0.011715	0.55136	0.030091	0.99802	0.80204	1.0023	0.29853	3.3294	-1785	-0.75922
5.2271	0.020411	0.38425	0.022763	1.2601	0.8	1	0.3	2.7778	15	6.0555e-06
7.2095	0.03223	0.05345	0.026437	1.1735	0.17472	0.3367	0.56148	2.7701	17.575	-0.31116
7.8189	0.013701	0.62658	0.022252	2	0.49973	0.99999	0.4	4	16.683	0
6.726	0.02	0.2	0.024171	1.3846	0.4	-0.87774	0.3	2.5	20	0
6.478	0.015945	0.19754	0.01982	1.1328	0.63744	-0.54767	0.2058	2.7947	12.229	-0.0044902
5	0.015929	0.74861	0.01	2	0.38445	-1.2396	0.3	2.5	15	0.99999
3.195	0.001	0.38739	0.081696	1.2422	-1.2788	0.98314	0.35741	3.3283	14.31	-0.0016385
5.1785	0.0060942	0.72407	0.021093	1.4167	0.27806	0.85787	0.3	2.5	-65.724	-0.025813
2.0447	0.0094565	0.54677	0.025073	1.1863	0.060559	0.87906	0.23512	2.9439	17.029	-0.12683
3	0.013463	0.3	0.02	1	0.14607	1	0.3	2.5	20	0
3	0.005	0.45081	0.02	1.8367	0.34316	0.8	0.3	2.5	20	0
2.3354	0.0037974	0.40322	0.028352	0.75066	0.68762	0.95867	0.28097	4.0209	35.965	-0.014427
6.0958	0.02	0.3	0.02	0.5	0.90235	0.75583	0.3	3.3333	15	0
4.9998	0.01	0.58997	0.14001	0.99996	0.79995	0.6968	0.29998	3.3334	20	-0.63199
8.2541	0.001	0.28911	0.030408	0.99108	0.73149	0.97728	0.2517	2.5178	8.4986	-2.1036e-06
5	0.01	0.4	0.04	1.1814	0.8	0.8	0.5	3.5	8.0335	0
2.3155	0.019821	0.41762	0.020641	1.1071	0.67941	0.77923	-0.0001088	3.5721	10.176	0.34936
4.3163	0.010073	0.43614	0.023333	1	0.74525	0.90285	0.1985	4.1385	15	0.14815
3	0.02	0.3	0.02	1	0.4	0.73212	0.3	3.5331	10	-6.0555e-06
2.0472	0.005	0.3	0.01	0.25	0.8	1.1715	0.3	2.5	15	0
3	0.50774	0.3	0.01	1.0185	0.8	0.8	0.3	2.5	30	0
3.0006	0.001	0.39981	0.01	0.94532	0.69046	0.99968	0.50024	4.9994	20.003	-0.24097
3	0.001	0.50153	0.042396	1.093	0.8	1	0.5	4.6897	10	0
0.86996	0.01	0.26667	0.018333	0.5	0.8	0.69434	0.3	3.5	14.165	-0.57077
4.6974	0.005	0.4511	0.028326	1	0.8	1	0.1782	6.2112	15	-0.61218
3	0.0099999	0.2993	0.023333	1	0.8	1	0.4	5	20	0
1.904	0.01	0.2	0.019444	1	0.8	1	0.3	2.5	15	-0.54486
2.7774	0.01	0.19284	0.020848	1.0108	0.58204	0.92487	-0.11623	2.7778	30	-0.46654
1.3484	0.005	0.3	0.02	0.66667	0.8	1.0747	0.4	6.6667	16.667	0
2.2577	0.0028607	0.22552	0.01	0.96825	0.82196	1.1373	0.23206	2.6117	15.51	-0.031905
3.9826	0.0094861	0.23205	0.020571	0.97637	0.62393	0.97299	0.10189	3.4358	2.3798	0.013845
2.4824	0.001	0.16231	0.019481	0.98054	0.67166	0.8125	0.39097	2.6024	15.111	0.0069444
2.7638	0.0058333	0.26957	0.018497	0.5	0.8	0.89531	0.37499	5	20	0.33333
2.0333	0.001	0.18889	0.02	1	0.8	0.8	0.3	2.5	15	0
2.1602	0.001	0.2024	0.021603	0.8733	0.79836	0.9979	0.30136	2.5032	15.015	-0.10727
2.375	0.001	0.13626	0.012263	0.80069	0.61493	0.83268	0.30159	4.3061	21.131	0.0014166
3	0.005	0.3	0.02	1	0.8	1	0.3	2.5	15	0
0.88763	0.014074	0.2	0.020195	0.78094	0.8	1	0.33333	3.3333	30	-0.1059
1.9923	0.004921	0.20028	0.019802	0.99136	0.61304	0.99012	0.096845	3.3506	29.921	0.0049391
1.8306	0.0095497	0.27029	0.013704	0.99996	0.68582	0.99987	0.36197	2.7519	13.608	6.6944e-05
4.1161	0.01	0.2	0.02	1	0.8	1	0.3	5	15	0
3.5	0.0018044	0.2958	0.020409	0.78587	0.88889	0.65987	0.43334	5.0001	15	0.3644
1.3399	0.012161	0.19957	0.020862	0.46869	0.61961	0.99528	0.40368	3.3332	15	3.69e-06
3.0878	0.001	0.21824	0.028118	0.25	0.8	0.99999	0.3	3.3333	15	0
4.1833	0.004	0.15	0.02	0.25	0.52604	1.3497	0.3	5	-55.777	0
2.9769	0.0099158	0.14612	0.02	0.72453	0.78195	0.83947	0.3	2.6901	15	0
3	0.0069403	0.22129	0.010833	1	0.39694	1.0232	0.44161	2.7778	15	0
6.5697	0.0093405	0.18534	0.037802	0.96794	-0.14085	1.1807	0.42701	5.0641	15.293	0.018321
6.0225	0.012517	0.34281	0.013333	1.9061	0.80005	0.99995	0.20149	3.3332	9.8474	2.5206e-05
5.4756	0.011028	0.099614	0.01989	0.99714	0.70149	0.81448	0.50244	4.3832	33.293	0.050514
4.9582	0.0099842	0.16696	0.022	1.0008	0.48192	1.0009	0.39943	4.9985	14.993	0.00044022
10	0.010129	0.19713	0.019856	1.9901	0.37118	0.58944	0.39533	2.5126	15.057	-0.0035906
5.0007	0.0099945	0.099939	0.018364	0.25	0.25732	1.0003	0.49977	2.5005	9.9983	-0.00015198
3.5631	0.001	0.2	0.016708	0.5	0.13351	1	0.66667	2.5	8.0951	0
5.3841	0.0032189	0.30915	0.025195	1.0832	-0.1765	0.63771	0.34736	2.7278	10.585	0.26824
8.0018	0.0050004	0.19972	0.021365	1.0006	0.39978	1.0007	0.29974	3.3329	18.813	0.00034849
9.1742	0.0068555	0.3	0.02	1.3332	0.8	1	0.3	2.5	15	0
3.4409	0.01	0.2	0.02	1	0.8	1	0.23211	2.5	15	0
8.3688	0.0082069	0.61233	0.01	1.1819	1.0463	1.0151	0.63835	3.8692	19.164	-0.218
10	0.0045994	0.54807	0.012982	2.7168	0.97987	0.59478	-0.061108	2.9213	12.624	-0.041669
7.4442	0.0076832	0.49033	0.016069	1.416	0.89619	1.1069	0.41229	3.7405	14.145	-0.59275
5.4319	0.001	0.45	0.025	1.2188	0.80141	0.016757	0.46249	3.299	5.2913	-0.125
5	0.01	0.3	0.03	1.5	0.8	0.50766	0.3	2.5	40	0
4.9621	0.02	0.21407	0.02	1.1469	1	0.8	0.4	5	15	0
10	0.0076853	0.20019	0.02001	0.99959	0.67108	0.77038	0.29969	3.7641	14.996	-0.28835
3.19	0.001	0.20695	0.019112	0.99512	0.79282	0.86008	0.30518	2.514	14.46	2.0753e-06
6.5761	0.0030963	0.56241	0.019161	1.4615	0.60656	1.1182	0.38164	4.6235	16.721	0.44091
8.2572	0.0073939	0.34504	0.019604	1.1462	0.54513	0.73855	0.16563	3.7215	32.67	0.083249
8	0.011667	0.3	0.02	1	0.8	1	0.3	7.8807	20	0
5	0.0058333	0.22468	0.02	1.1667	0.8	1	0.3	2.5	15	0
9.9999	0.011667	0.26975	0.02233	1.1667	0.8	1	0.5	8.0702	20	0
2.3122	0.030375	0.32848	0.013336	0.25	-0.045471	1.3695	0.91022	3.1467	17.956	0.18476
4.7928	0.006942	0.21518	0.03	1	0.22685	0.57831	0.68748	2.5	40	0
5.2777	0.007129	0.3	0.019444	1.0925	0.46995	0.52419	0.4	3.5	15	0
5	0.0093593	0.19556	0.02	1	0.8	0.66443	0.6	5	30	0
4.4925	0.01334	0.2	0.035	1.1159	0.66905	0.8	1	3.5	15	0
8.6708	0.0035	0.25839	0.018333	0.54803	0.91667	0.48335	0.3875	2.6458	8.5834	0.041667
6	0.011959	0.2	0.020606	0.73188	0.8	0.85983	0.4	3.5	15	0
5	0.0072589	0.3	0.016797	0.87737	0.63841	0.68663	0.6	5	15	6.0555e-06
3	0.005	0.3	0.02	0.25	0.5435	1	0.3	5	15	-6.0555e-06
6.0814	0.01	0.2	0.018711	0.25	0.4	1.0735	0.33333	2.5	20	6.0555e-06
